"No.","Time","Source","Destination","Protocol","Length","Info"
"24341","27.599117","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=64083049 Ack=1 Win=1005 Len=1448 TSval=867164988 TSecr=2681702169"
"24357","27.632574","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=64158065 Ack=1 Win=1005 Len=5792 TSval=867165021 TSecr=2681702204"
"24395","27.666985","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=64235977 Ack=1 Win=1005 Len=8200 TSval=867165055 TSecr=2681702236"
"24425","27.702072","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=64313889 Ack=1 Win=1005 Len=8200 TSval=867165088 TSecr=2681702272"
"24450","27.735934","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=64391801 Ack=1 Win=1005 Len=8200 TSval=867165121 TSecr=2681702302"
"24468","27.767219","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=64469713 Ack=1 Win=1005 Len=8200 TSval=867165154 TSecr=2681702338"
"24486","27.802254","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=64547625 Ack=1 Win=1005 Len=8200 TSval=867165188 TSecr=2681702372"
"24508","27.834735","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=64621433 Ack=1 Win=1005 Len=8200 TSval=867165221 TSecr=2681702402"
"24525","27.871153","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=64699345 Ack=1 Win=1005 Len=8200 TSval=867165255 TSecr=2681702436"
"24537","27.900542","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=64777257 Ack=1 Win=1005 Len=8200 TSval=867165288 TSecr=2681702475"
"24559","27.938762","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=64855169 Ack=1 Win=1005 Len=8200 TSval=867165321 TSecr=2681702507"
"24569","27.966778","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=64933081 Ack=1 Win=1005 Len=8200 TSval=867165355 TSecr=2681702537"
"24588","27.999138","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=65010993 Ack=1 Win=1005 Len=2896 TSval=867165388 TSecr=2681702570"
"24605","28.033474","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=65088905 Ack=1 Win=1005 Len=8200 TSval=867165421 TSecr=2681702607"
"24626","28.073510","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=65166817 Ack=1 Win=1005 Len=8200 TSval=867165455 TSecr=2681702639"
"24638","28.099132","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=65243521 Ack=1 Win=1005 Len=5304 TSval=867165488 TSecr=2681702671"
"24661","28.132236","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=65318537 Ack=1 Win=1005 Len=4344 TSval=867165521 TSecr=2681702708"
"24682","28.167345","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=65396449 Ack=1 Win=1005 Len=5792 TSval=867165556 TSecr=2681702744"
"24700","28.205197","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=65474361 Ack=1 Win=1005 Len=8200 TSval=867165588 TSecr=2681702780"
"24712","28.233394","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=65552273 Ack=1 Win=1005 Len=8200 TSval=867165621 TSecr=2681702803"
"24727","28.266010","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=65630185 Ack=1 Win=1005 Len=8200 TSval=867165654 TSecr=2681702839"
"24755","28.299145","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=65708097 Ack=1 Win=1005 Len=4344 TSval=867165688 TSecr=2681702879"
"24802","28.337276","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=65786009 Ack=1 Win=1005 Len=8200 TSval=867165721 TSecr=2681702902"
"24820","28.365817","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=65859817 Ack=1 Win=1005 Len=4344 TSval=867165755 TSecr=2681702936"
"24851","28.401215","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=65937729 Ack=1 Win=1005 Len=8200 TSval=867165788 TSecr=2681702969"
"24866","28.432461","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=66015641 Ack=1 Win=1005 Len=4344 TSval=867165821 TSecr=2681703008"
"24909","28.467527","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=66093553 Ack=1 Win=1005 Len=8200 TSval=867165855 TSecr=2681703042"
"24923","28.499612","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=66171465 Ack=1 Win=1005 Len=2896 TSval=867165888 TSecr=2681703075"
"24962","28.533079","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=66249377 Ack=1 Win=1005 Len=8200 TSval=867165921 TSecr=2681703103"
"24990","28.565359","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=66327289 Ack=1 Win=1005 Len=2896 TSval=867165954 TSecr=2681703136"
"25012","28.606472","192.168.1.1","172.23.69.13","TCP","1280","80 → 50034 [PSH, ACK] Seq=66403993 Ack=1 Win=1005 Len=1208 TSval=867165987 TSecr=2681703168"
"25025","28.635175","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=66479009 Ack=1 Win=1005 Len=8200 TSval=867166021 TSecr=2681703212"
"25045","28.665573","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=66556921 Ack=1 Win=1005 Len=4344 TSval=867166054 TSecr=2681703236"
"25069","28.699577","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=66636281 Ack=1 Win=1005 Len=4344 TSval=867166088 TSecr=2681703276"
"25107","28.738417","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=66712745 Ack=1 Win=1005 Len=8200 TSval=867166121 TSecr=2681703303"
"25121","28.766158","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=66790657 Ack=1 Win=1005 Len=8200 TSval=867166155 TSecr=2681703344"
"25146","28.801201","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=66868569 Ack=1 Win=1005 Len=8200 TSval=867166188 TSecr=2681703369"
"25163","28.840335","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=66942377 Ack=1 Win=1005 Len=8200 TSval=867166222 TSecr=2681703407"
"25174","28.870429","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=67020289 Ack=1 Win=1005 Len=8200 TSval=867166254 TSecr=2681703437"
"25191","28.900459","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=67098201 Ack=1 Win=1005 Len=8200 TSval=867166288 TSecr=2681703471"
"25217","28.933042","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=67176113 Ack=1 Win=1005 Len=5792 TSval=867166321 TSecr=2681703504"
"25234","28.968743","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=67254025 Ack=1 Win=1005 Len=8200 TSval=867166355 TSecr=2681703543"
"25245","28.998942","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=67331937 Ack=1 Win=1005 Len=4344 TSval=867166388 TSecr=2681703572"
"25265","29.032342","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=67409849 Ack=1 Win=1005 Len=2896 TSval=867166421 TSecr=2681703604"
"25290","29.065873","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=67483657 Ack=1 Win=1005 Len=4344 TSval=867166455 TSecr=2681703636"
"25308","29.099153","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=67561569 Ack=1 Win=1005 Len=4344 TSval=867166488 TSecr=2681703670"
"25355","29.132192","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=67639481 Ack=1 Win=1005 Len=4344 TSval=867166521 TSecr=2681703702"
"25372","29.166962","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=67717393 Ack=1 Win=1005 Len=8200 TSval=867166555 TSecr=2681703738"
"25384","29.201283","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=67795305 Ack=1 Win=1005 Len=8200 TSval=867166588 TSecr=2681703783"
"25396","29.240925","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=67873217 Ack=1 Win=1005 Len=8200 TSval=867166621 TSecr=2681703819"
"25410","29.271287","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=67951129 Ack=1 Win=1005 Len=8200 TSval=867166654 TSecr=2681703860"
"25421","29.299360","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=68024937 Ack=1 Win=1005 Len=8200 TSval=867166688 TSecr=2681703875"
"25435","29.333440","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=68102849 Ack=1 Win=1005 Len=8200 TSval=867166721 TSecr=2681703907"
"25449","29.368634","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=68180761 Ack=1 Win=1005 Len=8200 TSval=867166755 TSecr=2681703941"
"25470","29.412352","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=68258673 Ack=1 Win=1005 Len=8200 TSval=867166788 TSecr=2681703983"
"25481","29.435134","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=68336585 Ack=1 Win=1005 Len=8200 TSval=867166821 TSecr=2681704010"
"25506","29.466924","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=68414497 Ack=1 Win=1005 Len=8200 TSval=867166855 TSecr=2681704048"
"25520","29.500193","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=68492409 Ack=1 Win=1005 Len=5792 TSval=867166888 TSecr=2681704071"
"25531","29.536374","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=68566217 Ack=1 Win=1005 Len=8200 TSval=867166921 TSecr=2681704104"
"25549","29.567730","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=68644129 Ack=1 Win=1005 Len=8200 TSval=867166955 TSecr=2681704138"
"25567","29.601103","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=68722041 Ack=1 Win=1005 Len=8200 TSval=867166988 TSecr=2681704173"
"25614","29.633087","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=68801401 Ack=1 Win=1005 Len=6752 TSval=867167021 TSecr=2681704204"
"25642","29.665679","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=68877865 Ack=1 Win=1005 Len=2896 TSval=867167055 TSecr=2681704236"
"25667","29.698986","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=68955777 Ack=1 Win=1005 Len=2896 TSval=867167088 TSecr=2681704273"
"25717","29.734791","192.168.1.1","172.23.69.13","TCP","4176","80 → 50034 [PSH, ACK] Seq=69029585 Ack=1 Win=1005 Len=4104 TSval=867167121 TSecr=2681704302"
"25750","29.766481","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=69110393 Ack=1 Win=1005 Len=1448 TSval=867167155 TSecr=2681704335"
"25765","29.798998","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=69185409 Ack=1 Win=1005 Len=2896 TSval=867167188 TSecr=2681704371"
"25792","29.835366","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=69263321 Ack=1 Win=1005 Len=8200 TSval=867167222 TSecr=2681704402"
"25828","29.865624","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=69341233 Ack=1 Win=1005 Len=2896 TSval=867167255 TSecr=2681704436"
"25845","29.898939","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=69419145 Ack=1 Win=1005 Len=2896 TSval=867167288 TSecr=2681704470"
"25866","29.933129","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=69497057 Ack=1 Win=1005 Len=4344 TSval=867167322 TSecr=2681704508"
"25900","29.969037","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=69570865 Ack=1 Win=1005 Len=7240 TSval=867167357 TSecr=2681704544"
"25948","30.002314","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=69648777 Ack=1 Win=1005 Len=8200 TSval=867167390 TSecr=2681704578"
"25968","30.033402","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=69726689 Ack=1 Win=1005 Len=2896 TSval=867167422 TSecr=2681704608"
"26007","30.066503","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=69806049 Ack=1 Win=1005 Len=1448 TSval=867167455 TSecr=2681704640"
"26045","30.099313","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=69883961 Ack=1 Win=1005 Len=1448 TSval=867167488 TSecr=2681704676"
"26059","30.134936","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=69960425 Ack=1 Win=1005 Len=7240 TSval=867167523 TSecr=2681704706"
"26093","30.167656","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=70038337 Ack=1 Win=1005 Len=4344 TSval=867167555 TSecr=2681704738"
"26113","30.198409","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=70116249 Ack=1 Win=1005 Len=1448 TSval=867167587 TSecr=2681704780"
"26154","30.231300","192.168.1.1","172.23.69.13","TCP","1280","80 → 50034 [PSH, ACK] Seq=70192953 Ack=1 Win=1005 Len=1208 TSval=867167620 TSecr=2681704801"
"26201","30.266159","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=70270865 Ack=1 Win=1005 Len=1448 TSval=867167655 TSecr=2681704835"
"26233","30.299020","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=70347329 Ack=1 Win=1005 Len=2896 TSval=867167688 TSecr=2681704876"
"26275","30.331858","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=70423793 Ack=1 Win=1005 Len=2896 TSval=867167721 TSecr=2681704902"
"26316","30.370798","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=70501705 Ack=1 Win=1005 Len=8200 TSval=867167758 TSecr=2681704935"
"26355","30.407834","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=70579617 Ack=1 Win=1005 Len=8200 TSval=867167790 TSecr=2681704973"
"26371","30.444427","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=70657529 Ack=1 Win=1005 Len=8200 TSval=867167821 TSecr=2681705005"
"26386","30.465849","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=70734233 Ack=1 Win=1005 Len=1448 TSval=867167855 TSecr=2681705051"
"26406","30.500658","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=70809249 Ack=1 Win=1005 Len=8200 TSval=867167889 TSecr=2681705069"
"26420","30.532347","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=70890057 Ack=1 Win=1005 Len=1448 TSval=867167921 TSecr=2681705105"
"26452","30.565230","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=70965073 Ack=1 Win=1005 Len=2896 TSval=867167954 TSecr=2681705147"
"26478","30.598565","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=71042985 Ack=1 Win=1005 Len=2896 TSval=867167988 TSecr=2681705172"
"26504","30.635131","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=71120897 Ack=1 Win=1005 Len=5792 TSval=867168024 TSecr=2681705206"
"26527","30.666102","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=71198809 Ack=1 Win=1005 Len=1448 TSval=867168055 TSecr=2681705249"
"26546","30.700242","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=71276721 Ack=1 Win=1005 Len=2896 TSval=867168089 TSecr=2681705281"
"26575","30.733008","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=71353425 Ack=1 Win=1005 Len=5304 TSval=867168121 TSecr=2681705303"
"26594","30.768942","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=71429889 Ack=1 Win=1005 Len=6752 TSval=867168156 TSecr=2681705344"
"26616","30.799702","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=71506353 Ack=1 Win=1005 Len=2896 TSval=867168189 TSecr=2681705380"
"26681","30.835116","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=71584265 Ack=1 Win=1005 Len=8200 TSval=867168221 TSecr=2681705403"
"26701","30.865203","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=71662177 Ack=1 Win=1005 Len=2896 TSval=867168254 TSecr=2681705436"
"26736","30.905291","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=71740089 Ack=1 Win=1005 Len=8200 TSval=867168291 TSecr=2681705477"
"26749","30.934514","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=71818001 Ack=1 Win=1005 Len=2896 TSval=867168323 TSecr=2681705528"
"26775","30.966586","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=71893257 Ack=1 Win=1005 Len=2896 TSval=867168355 TSecr=2681705538"
"26802","30.998409","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=71969721 Ack=1 Win=1005 Len=4344 TSval=867168387 TSecr=2681705577"
"26845","31.031688","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=72047633 Ack=1 Win=1005 Len=5792 TSval=867168420 TSecr=2681705601"
"26909","31.065029","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=72125545 Ack=1 Win=1005 Len=2896 TSval=867168454 TSecr=2681705636"
"26928","31.098890","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=72203457 Ack=1 Win=1005 Len=1448 TSval=867168488 TSecr=2681705669"
"26962","31.136851","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=72281369 Ack=1 Win=1005 Len=8200 TSval=867168521 TSecr=2681705708"
"26976","31.165510","192.168.1.1","172.23.69.13","TCP","1280","80 → 50034 [PSH, ACK] Seq=72358073 Ack=1 Win=1005 Len=1208 TSval=867168554 TSecr=2681705741"
"27016","31.198998","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=72435985 Ack=1 Win=1005 Len=1448 TSval=867168588 TSecr=2681705780"
"27058","31.232024","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=72513897 Ack=1 Win=1005 Len=1448 TSval=867168621 TSecr=2681705803"
"27099","31.265234","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=72588913 Ack=1 Win=1005 Len=2896 TSval=867168654 TSecr=2681705837"
"27136","31.298530","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=72666825 Ack=1 Win=1005 Len=2896 TSval=867168688 TSecr=2681705868"
"27161","31.332250","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=72744737 Ack=1 Win=1005 Len=2896 TSval=867168721 TSecr=2681705904"
"27211","31.366126","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=72822649 Ack=1 Win=1005 Len=8200 TSval=867168755 TSecr=2681705936"
"27272","31.398556","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=72900561 Ack=1 Win=1005 Len=2896 TSval=867168788 TSecr=2681705969"
"27294","31.432088","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=72974369 Ack=1 Win=1005 Len=4344 TSval=867168821 TSecr=2681706003"
"27324","31.465372","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=73055177 Ack=1 Win=1005 Len=1448 TSval=867168854 TSecr=2681706050"
"27370","31.504002","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=73130193 Ack=1 Win=1005 Len=8200 TSval=867168888 TSecr=2681706071"
"27381","31.534708","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=73208105 Ack=1 Win=1005 Len=8200 TSval=867168921 TSecr=2681706105"
"27409","31.567108","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=73286017 Ack=1 Win=1005 Len=8200 TSval=867168954 TSecr=2681706135"
"27428","31.598930","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=73363929 Ack=1 Win=1005 Len=2896 TSval=867168988 TSecr=2681706174"
"27451","31.632232","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=73441841 Ack=1 Win=1005 Len=2896 TSval=867169021 TSecr=2681706205"
"27507","31.665539","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=73517097 Ack=1 Win=1005 Len=4344 TSval=867169054 TSecr=2681706235"
"27526","31.698665","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=73593561 Ack=1 Win=1005 Len=2896 TSval=867169088 TSecr=2681706271"
"27566","31.731932","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=73672921 Ack=1 Win=1005 Len=1448 TSval=867169121 TSecr=2681706304"
"27589","31.765185","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=73749385 Ack=1 Win=1005 Len=2896 TSval=867169154 TSecr=2681706336"
"27623","31.799137","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=73827297 Ack=1 Win=1005 Len=4344 TSval=867169188 TSecr=2681706373"
"27676","31.832548","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=73905209 Ack=1 Win=1005 Len=2896 TSval=867169222 TSecr=2681706404"
"27702","31.865381","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=73981913 Ack=1 Win=1005 Len=1448 TSval=867169254 TSecr=2681706436"
"27740","31.900187","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=74059825 Ack=1 Win=1005 Len=2896 TSval=867169289 TSecr=2681706472"
"27799","31.932330","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=74134841 Ack=1 Win=1005 Len=4344 TSval=867169321 TSecr=2681706504"
"27847","31.965198","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=74212753 Ack=1 Win=1005 Len=2896 TSval=867169354 TSecr=2681706537"
"27870","31.999414","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=74290665 Ack=1 Win=1005 Len=2896 TSval=867169388 TSecr=2681706580"
"27894","32.031926","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=74368577 Ack=1 Win=1005 Len=2896 TSval=867169421 TSecr=2681706607"
"27936","32.066233","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=74446489 Ack=1 Win=1005 Len=8200 TSval=867169455 TSecr=2681706636"
"27955","32.099306","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=74523193 Ack=1 Win=1005 Len=2896 TSval=867169488 TSecr=2681706669"
"27986","32.132055","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=74601105 Ack=1 Win=1005 Len=1448 TSval=867169521 TSecr=2681706702"
"28043","32.169269","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=74676121 Ack=1 Win=1005 Len=8200 TSval=867169555 TSecr=2681706737"
"28056","32.198558","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=74754033 Ack=1 Win=1005 Len=2896 TSval=867169588 TSecr=2681706774"
"28112","32.232248","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=74831945 Ack=1 Win=1005 Len=4344 TSval=867169621 TSecr=2681706809"
"28138","32.265899","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=74909857 Ack=1 Win=1005 Len=7240 TSval=867169654 TSecr=2681706841"
"28175","32.300357","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=74987769 Ack=1 Win=1005 Len=8200 TSval=867169688 TSecr=2681706869"
"28209","32.332572","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=75061577 Ack=1 Win=1005 Len=8200 TSval=867169721 TSecr=2681706902"
"28240","32.365360","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=75142385 Ack=1 Win=1005 Len=1448 TSval=867169754 TSecr=2681706938"
"28277","32.398904","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=75217401 Ack=1 Win=1005 Len=2896 TSval=867169788 TSecr=2681706976"
"28318","32.431992","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=75295313 Ack=1 Win=1005 Len=2896 TSval=867169821 TSecr=2681707002"
"28365","32.468540","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=75373225 Ack=1 Win=1005 Len=8200 TSval=867169854 TSecr=2681707045"
"28383","32.499325","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=75451137 Ack=1 Win=1005 Len=2896 TSval=867169888 TSecr=2681707074"
"28427","32.533880","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=75529049 Ack=1 Win=1005 Len=8200 TSval=867169921 TSecr=2681707108"
"28446","32.565330","192.168.1.1","172.23.69.13","TCP","4176","80 → 50034 [PSH, ACK] Seq=75602857 Ack=1 Win=1005 Len=4104 TSval=867169954 TSecr=2681707136"
"28465","32.600473","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=75680769 Ack=1 Win=1005 Len=8200 TSval=867169988 TSecr=2681707169"
"28503","32.632636","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=75761577 Ack=1 Win=1005 Len=5304 TSval=867170021 TSecr=2681707202"
"28540","32.665296","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=75836593 Ack=1 Win=1005 Len=2896 TSval=867170054 TSecr=2681707236"
